,Sample no.,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
phi,micron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.38005255,0.3752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184665
11.24548831,0.41188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316581
11.11094282,0.45214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507476
10.97635459,0.49635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992202
10.84180032,0.54487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207645
10.70722918,0.59814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380381
10.57265369,0.65662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61995
10.43809335,0.72081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000175459,0,0,0,0,0,0,0,0.910196
10.30352409,0.79128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146725,0,0,0.000123861,0,0,0.00041925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000505534,0,0,0.00574573,0,0,0,0,0,0,0,1.28536
10.1689706,0.86863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000216567,0,0,0,0,0,0.00119277,0.0011923,0.0233289,0,0.000561349,0.00615222,0,0.00240719,0.0101111,0,0,0,0.00162473,0.000256523,0.00202643,0,0,0.00214729,0,0.000559092,0,0,0,0.000130153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111646,0,0,0,0.00218121,0,0.0123012,0,0,0.0544782,0,0,0,0,0,0,0,1.73774
10.03440379,0.95355,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22497E-05,0,0,0,0,0.00401997,0,0,0,0,0,0,0,0.00061029,0,0,0,0,0.000122523,0.00935232,0.00152437,0,0.00226916,0,0,0.0235142,0.0222268,0.140691,0.00246573,0.0160413,0.0592947,0.00103632,0.0345404,0.0741388,0.00172634,0,0.000477525,0.0262792,0.0113708,0.0296451,0.00215361,0.00152788,0.0302344,0,0.0112064,0.00303251,0.00140013,0,0.00471641,0,0,0,0,0.003768,0,3.81361E-05,0,0,0,0.000809525,0,0,0,0,0.00443699,0,0,0,0.0336271,0,0.0944467,0,0,0.253237,0,0.00070924,0.000723092,0.000807404,0.000857011,0,0.000512978,2.26856
9.899798455,1.0468,0,0,0,0,0,0,0,0,0,0,0.00211921,0,0.000325746,0.0066423,0,0.00307313,0.00371319,0.00288492,0.0512852,0.00073133,0.00267275,0.000108576,0.00172628,0,6.01132E-05,0.00331918,0.0153758,0.000205561,0,0.000603195,0.00226634,0.00756861,0.0779933,0.0248045,0,0.0328555,0,0.00483064,0.154386,0.143027,0.435431,0.0369042,0.120393,0.27274,0.0201208,0.195476,0.278482,0.0292927,0.000754454,0.0142529,0.16014,0.0954493,0.170372,0.0323156,0.0248448,0.170428,0.000311102,0.0800564,0.0420423,0.0224871,0.00360708,0.0447164,0.00229315,0,0.000251744,0.00197682,0.0495797,0.0014618,0.00595779,0,0,0.00305676,0.0150608,0.00100671,0.00036868,0,0,0.0423436,0.0015379,0.00396461,0.00201923,0.197467,0,0.368055,0,0.00023004,0.668952,0.00435179,0.017358,0.0159221,0.0168174,0.0172413,0,0.0139222,2.84165
