GL Depth,MS,Mean,GS Age (ka),,,Depth1 (cm),Age (ka),Asian dustREE (%)
10.98,35.7 ,25.954,36.85 ,,,,,
11,34.5 ,27.221,36.91 ,,,,,
11.02,34.6 ,26.583,36.97 ,,,,,
11.04,34.7 ,26.716,37.02 ,,,,,
11.06,34.9 ,24.186,37.08 ,,,,,
11.08,34.9 ,24.568,37.14 ,,,,,
11.1,35.7 ,25.984,37.20 ,,,,,
11.12,37.8 ,25.939,37.26 ,,,,,
11.14,40.5 ,26.943,37.32 ,,,,,
11.16,38.1 ,24.509,37.38 ,,,,,
11.18,37.1 ,25.934,37.43 ,,,,,
11.2,36.4 ,26.832,37.49 ,,,,,
11.22,36.5 ,27.831,37.55 ,,,,,
11.24,36.4 ,27.223,37.60 ,,,,,
11.26,36.8 ,28.858,37.65 ,,,,,
11.28,36.4 ,28.014,37.71 ,,,,,
11.3,36.9 ,27.678,37.76 ,,,,,
11.32,36.6 ,27.17,37.82 ,,,,,
11.34,36.4 ,27.063,37.87 ,,,,,
11.36,36.2 ,28.169,37.92 ,,,,,
11.38,36.5 ,27.027,37.98 ,,,,,
11.4,35.9 ,28.587,38.03 ,,,,,
11.42,35.9 ,26.879,38.09 ,,,,,
11.44,35.6 ,28.124,38.14 ,,,,,
11.46,34.6 ,29.103,38.19 ,,,,,
11.48,35.1 ,30.839,38.24 ,,,,,
11.5,36.3 ,31.855,38.29 ,,,,,
11.52,35.8 ,33.024,38.33 ,,,,,
11.54,35.8 ,32.178,38.38 ,,,,,
11.56,35.7 ,33.075,38.43 ,,,,,
11.58,35.1 ,32.608,38.47 ,,,,,
11.6,35.0 ,32.689,38.52 ,,,,,
11.62,36.6 ,32.688,38.56 ,,,,,
11.64,37.2 ,30.714,38.61 ,,,,,
11.66,35.0 ,31.185,38.66 ,,,,,
11.68,33.3 ,28.305,38.71 ,,,,,
11.7,34.6 ,29.799,38.76 ,,,,,
11.72,35.4 ,31.708,38.81 ,,,,,
11.74,34.8 ,31.019,38.86 ,,,,,
11.76,34.1 ,31.247,38.91 ,,,,,
11.78,35.0 ,32.252,38.95 ,,,,,
11.8,36.1 ,32.176,39.00 ,,,,,
11.82,36.0 ,33.11,39.04 ,,,,,
11.84,35.4 ,32.455,39.07 ,,,,,
11.86,35.0 ,31.54,39.11 ,,,,,
11.88,35.0 ,30.372,39.15 ,,,,,
11.9,36.8 ,30.022,39.19 ,,,,,
11.92,39.1 ,31.888,39.23 ,,,,,
11.94,37.9 ,31.575,39.27 ,,,,,
11.96,36.2 ,31.865,39.30 ,,,,,
11.98,34.7 ,32.891,39.34 ,,,,,
12,34.7 ,32.874,39.38 ,,,,,
12.02,34.9 ,32.713,39.42 ,,,,,
12.04,35.7 ,30.691,39.45 ,,,,,
12.06,36.2 ,31.645,39.49 ,,,,,
12.08,35.9 ,32.546,39.53 ,,,,,
12.1,34.8 ,33.479,39.57 ,,,,,
12.12,36.0 ,30.912,39.60 ,,,,,
12.14,35.4 ,31.298,39.64 ,,,,,
12.16,34.2 ,33.261,39.68 ,,,,,
12.18,34.1 ,32.306,39.72 ,,,,,
12.2,34.4 ,31.386,39.76 ,,,,,
12.22,35.6 ,29.337,39.80 ,,,,,
12.24,35.2 ,30.429,39.84 ,,,,,
12.26,35.9 ,30.808,39.87 ,,,,,
12.28,34.7 ,30.327,39.91 ,,,,,
12.3,34.0 ,28.611,39.96 ,,,,,
12.32,35.0 ,29.219,40.00 ,,,,,
12.34,35.1 ,27.752,40.04 ,,,,,
12.36,35.8 ,28.722,40.08 ,,,,,
12.38,35.7 ,29.248,40.12 ,,,,,
12.4,35.0 ,28.968,40.17 ,,,,,
12.42,35.0 ,29.36,40.21 ,,,,,
12.44,36.2 ,30.389,40.25 ,,,,,
12.46,35.4 ,28.493,40.29 ,,,,,
12.48,34.6 ,30.194,40.33 ,,,,,
12.5,34.0 ,30.01,40.37 ,,,,,
12.52,34.8 ,32.323,40.41 ,,,,,
12.54,34.2 ,31.226,40.44 ,,,,,
12.56,34.6 ,33.533,40.48 ,,,,,
12.58,34.9 ,30.545,40.52 ,,,,,
12.6,35.9 ,32.488,40.56 ,,,,,
12.62,36.9 ,30.941,40.60 ,,,,,
12.64,35.7 ,29.111,40.64 ,,,,,
12.66,35.4 ,29.713,40.68 ,,,,,
12.68,38.0 ,31.457,40.72 ,,,,,
12.7,37.5 ,28.723,40.76 ,,,,,
12.72,38.3 ,29.968,40.80 ,,,,,
12.74,37.1 ,31.312,40.84 ,,,,,
12.76,36.9 ,27.249,40.88 ,,,,,
12.78,36.5 ,28.984,40.92 ,,,,,
12.8,36.6 ,29.221,40.96 ,,,,,
12.82,37.5 ,28.126,41.00 ,,,,,
12.84,36.0 ,31.841,41.04 ,,,,,
12.86,35.0 ,33.126,41.08 ,,,,,
12.88,35.5 ,29.479,41.12 ,,,,,
12.9,35.5 ,29.496,41.16 ,,,,,
12.92,35.6 ,27.954,41.20 ,,,,,
12.94,35.8 ,29.241,41.25 ,,,,,
12.96,36.3 ,28.498,41.29 ,,,,,
12.98,37.0 ,27.809,41.33 ,,,,,
13,37.5 ,29.927,41.37 ,,,,,
13.02,38.4 ,29.592,41.41 ,,,,,
13.04,36.9 ,31.837,41.45 ,,,,,
13.06,35.4 ,28.62,41.49 ,,,,,
13.08,35.4 ,28.242,41.53 ,,,,,
13.1,35.2 ,29.918,41.57 ,,,,,
13.12,36.6 ,29.828,41.62 ,,,,,
13.14,36.8 ,29.424,41.65 ,,,,,
13.16,37.4 ,32.313,41.69 ,,,,,
13.18,36.2 ,29.112,41.74 ,,,,,
13.2,35.8 ,26.81,41.78 ,,,,,
13.22,36.6 ,26.113,41.82 ,,,,,
13.24,36.5 ,29.329,41.87 ,,,,,
13.26,36.6 ,28.198,41.91 ,,,,,
13.28,35.7 ,26.316,41.95 ,,,,,
13.3,36.2 ,28.329,42.00 ,,,,,
13.32,36.2 ,25.849,42.04 ,,,,,
13.34,36.3 ,24.992,42.09 ,,,,,
13.36,37.0 ,26.905,42.13 ,,,,,
13.38,37.0 ,31.622,42.17 ,,,,,
13.4,36.1 ,31.454,42.21 ,,,,,
13.42,35.9 ,32.021,42.25 ,,,,,
13.44,35.6 ,30.588,42.29 ,,,,,
13.46,35.8 ,30.985,42.33 ,,,,,
13.48,35.4 ,32.592,42.37 ,,,,,
13.5,35.0 ,32.532,42.40 ,,,,,
13.52,35.1 ,33.237,42.44 ,,,,,
13.54,34.9 ,32.995,42.48 ,,,,,
13.56,34.8 ,31.599,42.51 ,,,,,
13.58,35.3 ,30.516,42.55 ,,,,,
13.6,35.6 ,30.056,42.59 ,,,,,
13.62,37.5 ,30.611,42.63 ,,,,,
13.64,38.0 ,31.636,42.67 ,,,,,
13.66,36.9 ,31.891,42.71 ,,,,,
13.68,35.9 ,31.792,42.75 ,,,,,
13.7,37.2 ,33.707,42.78 ,,,,,
13.72,37.8 ,33.11,42.82 ,,,,,
13.74,36.6 ,35.381,42.85 ,,,,,
13.76,37.3 ,35.422,42.89 ,,,,,
13.78,35.1 ,34.985,42.92 ,,,,,
13.8,34.3 ,27.218,42.96 ,,,,,
13.82,34.3 ,28.383,43.01 ,,,,,
13.84,35.2 ,27.434,43.05 ,,,,,
13.86,36.2 ,28.138,43.09 ,,,,,
13.88,36.5 ,29.697,43.13 ,,,,,
13.9,35.8 ,28.368,43.18 ,,,,,
13.92,34.8 ,25.574,43.22 ,,,,,
13.94,34.9 ,26.685,43.27 ,,,,,
13.96,36.2 ,29.393,43.31 ,,,,,
13.98,36.1 ,28.51,43.35 ,,,,,
14,36.2 ,29.484,43.39 ,,,,,
14.02,36.5 ,29.916,43.43 ,,,,,
14.04,36.6 ,28.837,43.47 ,,,,,
14.06,36.6 ,30.707,43.51 ,,,,,
14.08,36.9 ,30.8,43.55 ,,,,,
14.1,36.4 ,27.409,43.60 ,,,,,
14.12,36.4 ,25.854,43.64 ,,,,,
14.14,36.4 ,25.751,43.69 ,,,,,
14.16,37.0 ,27.996,43.73 ,,,,,
14.18,38.0 ,29.454,43.77 ,,,,,
14.2,35.9 ,32.654,43.81 ,,,,,
14.22,34.9 ,33.295,43.85 ,,,,,
14.24,35.4 ,33.535,43.88 ,,,,,
14.26,35.7 ,33.005,43.92 ,,,,,
14.28,36.4 ,32.515,43.95 ,,,,,
14.3,38.9 ,35.48,43.99 ,,,,,
14.32,37.8 ,34.355,44.02 ,,,,,
14.34,36.6 ,32.96,44.06 ,,,,,
14.36,36.4 ,32.496,44.10 ,,,,,
14.38,34.8 ,33.208,44.14 ,,,,,
14.4,35.3 ,30.651,44.17 ,,,,,
14.42,36.8 ,30.214,44.21 ,,,,,
14.44,38.0 ,31.989,44.25 ,,,,,
14.46,40.2 ,33.27,44.29 ,,,,,
14.48,37.2 ,31.932,44.32 ,,,,,
14.5,37.9 ,32.391,44.36 ,,,,,
14.52,38.4 ,32.344,44.40 ,,,,,
14.54,37.6 ,35.449,44.43 ,,,,,
14.56,38.5 ,36.004,44.47 ,,,,,
14.58,37.8 ,31.374,44.50 ,,,,,
14.6,36.6 ,31.576,44.54 ,,,,,
14.62,35.8 ,31.219,44.58 ,,,,,
14.64,36.3 ,29.475,44.62 ,,,,,
14.66,35.7 ,28.45,44.67 ,,,,,
14.68,35.8 ,27.23,44.71 ,,,,,
14.7,37.6 ,32.047,44.75 ,,,,,
14.72,36.9 ,27.608,44.79 ,,,,,
14.74,37.0 ,29.301,44.83 ,,,,,
14.76,36.7 ,28.124,44.87 ,,,,,
14.78,36.5 ,29.425,44.91 ,,,,,
14.8,37.5 ,28.412,44.96 ,,,,,
14.82,38.2 ,29.186,45.00 ,,,,,
14.84,38.9 ,29.537,45.04 ,,,,,
14.86,38.3 ,32.513,45.08 ,,,,,
14.88,38.2 ,31.701,45.11 ,,,,,
14.9,38.0 ,32.168,45.15 ,,,,,
14.92,37.3 ,27.101,45.20 ,,,,,
14.94,37.0 ,27.357,45.24 ,,,,,
14.96,36.6 ,28.046,45.28 ,,,,,
14.98,36.4 ,29.577,45.32 ,,,,,
15,35.8 ,30.164,45.36 ,,,,,
15.02,36.3 ,27.192,45.41 ,,,,,
15.04,37.0 ,27.041,45.45 ,,,,,
15.06,36.7 ,24.94,45.50 ,,,,,
15.08,36.6 ,26.856,45.55 ,,,,,
15.1,37.0 ,25.622,45.59 ,,,,,
15.12,37.3 ,27.696,45.64 ,,,,,
15.14,37.8 ,27.25,45.68 ,,,,,
15.16,38.1 ,29.001,45.72 ,,,,,
15.18,37.3 ,28.873,45.76 ,,,,,
15.2,36.3 ,28.356,45.81 ,,,,,
15.22,35.1 ,27.953,45.85 ,,,,,
15.24,36.6 ,27.034,45.89 ,,,,,
15.26,38.7 ,28.331,45.93 ,,,,,
15.28,36.9 ,29.118,45.98 ,,,,,
15.3,37.0 ,27.401,46.02 ,,,,,
15.32,36.1 ,27.995,46.06 ,,,,,
15.34,36.3 ,27.341,46.11 ,,,,,
15.36,35.8 ,26.223,46.15 ,,,,,
15.38,36.0 ,27.191,46.20 ,,,,,
15.4,35.9 ,24.543,46.25 ,,,,,
15.42,35.9 ,25.799,46.29 ,,,,,
15.44,36.7 ,27.222,46.34 ,,,,,
15.46,36.9 ,30.773,46.38 ,,,,,
15.48,37.3 ,32.964,46.41 ,,,,,
15.5,37.7 ,32.841,46.45 ,,,,,
15.52,35.9 ,34.517,46.48 ,,,,,
15.54,35.7 ,34.203,46.52 ,,,,,
15.56,35.6 ,31.617,46.56 ,,,,,
15.58,35.9 ,30.541,46.60 ,,,,,
15.6,35.4 ,30.085,46.64 ,,,,,
15.62,36.4 ,28.52,46.68 ,,,,,
15.64,35.6 ,29.539,46.72 ,,,,,
15.66,35.4 ,30.675,46.76 ,,,,,
15.68,35.8 ,30.959,46.80 ,,,,,
15.7,37.1 ,30.532,46.84 ,,,,,
15.72,36.7 ,31.84,46.88 ,,,,,
15.74,36.7 ,31.114,46.91 ,,,,,
15.76,38.1 ,33.109,46.95 ,,,,,
15.78,38.6 ,31.89,46.99 ,,,,,
15.8,37.1 ,32.472,47.03 ,,,,,
15.82,36.5 ,31.125,47.06 ,,,,,
15.84,36.5 ,32.104,47.10 ,,,,,
15.86,36.2 ,32.575,47.14 ,,,,,
15.88,37.0 ,33.956,47.18 ,,,,,
15.9,36.6 ,29.755,47.22 ,,,,,
15.92,36.6 ,28.979,47.26 ,,,,,
15.94,37.3 ,27.665,47.30 ,,,,,
15.96,37.1 ,30.058,47.34 ,,,,,
15.98,36.1 ,32.006,47.38 ,,,,,
16,36.4 ,30.265,47.42 ,,,,,
16.02,36.1 ,28.988,47.46 ,,,,,
16.04,36.8 ,29.037,47.50 ,,,,,
16.06,36.4 ,29.004,47.54 ,,,,,
16.08,37.0 ,29.38,47.58 ,,,,,
16.1,36.9 ,32.64,47.62 ,,,,,
16.12,36.6 ,31.838,47.66 ,,,,,
16.14,36.5 ,30.61,47.70 ,,,,,
16.16,36.4 ,32.946,47.73 ,,,,,
16.18,37.1 ,33.996,47.77 ,,,,,
16.2,37.4 ,32.473,47.81 ,,,,,
16.22,37.6 ,30.956,47.84 ,,,,,
16.24,36.9 ,30.046,47.88 ,,,,,
16.26,36.6 ,31.615,47.92 ,,,,,
16.28,37.2 ,31.111,47.96 ,,,,,
16.3,36.8 ,30.815,48.00 ,,,,,
16.32,36.7 ,32.156,48.06 ,,,,,
16.34,37.7 ,32.16,48.12 ,,,,,
16.36,38.5 ,31.701,48.18 ,,,,,
16.38,38.3 ,31.376,48.24 ,,,,,
16.4,36.7 ,32.203,48.30 ,,,,,
16.42,36.8 ,30.709,48.36 ,,,,,
16.44,37.5 ,31.353,48.42 ,,,,,
16.46,35.7 ,31.597,48.48 ,,,,,
16.48,35.4 ,31.067,48.54 ,,,,,
16.5,36.0 ,31.441,48.60 ,,,,,
16.52,35.3 ,28.852,48.67 ,,,,,
16.54,35.6 ,28.008,48.73 ,,,,,
16.56,35.3 ,26.478,48.80 ,,,,,
16.58,35.2 ,27.528,48.87 ,,,,,
16.6,37.0 ,28.177,48.94 ,,,,,
16.62,36.4 ,28.708,49.01 ,,,,,
16.64,36.2 ,28.194,49.07 ,,,,,
16.66,35.6 ,29.134,49.14 ,,,,,
16.68,35.4 ,28.105,49.21 ,,,,,
16.7,35.2 ,29.132,49.27 ,,,,,
16.72,35.5 ,28.176,49.34 ,,,,,
16.74,35.8 ,29.001,49.40 ,,,,,
16.76,36.2 ,29.169,49.47 ,,,,,
16.78,35.8 ,27.917,49.54 ,,,,,
16.8,36.0 ,27.353,49.61 ,,,,,
16.82,35.8 ,25.904,49.68 ,,,,,
16.84,35.7 ,25.288,49.75 ,,,,,
16.86,36.1 ,26.871,49.83 ,,,,,
16.88,36.0 ,25.035,49.90 ,,,,,
16.9,36.0 ,25.847,49.97 ,,,,,
16.92,36.1 ,25.976,50.05 ,,,,,
16.94,36.5 ,26.221,50.12 ,,,,,
16.96,35.8 ,28.421,50.19 ,,,,,
16.98,35.7 ,28.47,50.25 ,,,,,
17,35.5 ,28.801,50.32 ,,,,,
17.02,35.7 ,27.688,50.39 ,,,,,
17.04,35.2 ,27.883,50.46 ,,,,,
17.06,34.6 ,26.713,50.53 ,,,,,
17.08,34.3 ,26.12,50.60 ,,,,,
17.1,34.5 ,26.822,50.67 ,,,,,
17.12,35.0 ,23.592,50.75 ,,,,,
17.14,35.1 ,24.609,50.82 ,,,,,
17.16,35.4 ,25.345,50.90 ,,,,,
17.18,35.2 ,26.661,50.97 ,,,,,
17.2,34.8 ,25.164,51.05 ,,,,,
17.22,35.5 ,23.225,51.13 ,,,,,
17.24,35.7 ,25.249,51.20 ,,,,,
17.26,35.9 ,27.563,51.27 ,,,,,
17.28,36.6 ,26.684,51.34 ,,,,,
17.3,35.3 ,27.407,51.41 ,,,,,
17.32,36.4 ,27.867,51.48 ,,,,,
17.34,36.1 ,27.706,51.55 ,,,,,
17.36,35.3 ,26.543,51.62 ,,,,,
17.38,34.9 ,26.546,51.69 ,,,,,
17.4,34.4 ,23.758,51.77 ,,,,,
17.42,35.0 ,24.339,51.85 ,,,,,
17.44,35.0 ,24.737,51.92 ,,,,,
17.46,35.2 ,25.079,52.00 ,,,,,
17.48,34.3 ,23.722,52.08 ,,,,,
17.5,34.1 ,23.964,52.16 ,,,,,
17.52,35.9 ,22.836,52.24 ,,,,,
17.54,37.0 ,24.18,52.32 ,,,,,
17.56,37.2 ,23.598,52.40 ,,,,,
17.58,36.2 ,24.959,52.48 ,,,,,
17.6,36.5 ,25.392,52.55 ,,,,,
17.62,34.9 ,24.492,52.63 ,,,,,
17.64,35.7 ,25.255,52.70 ,,,,,
17.66,42.6 ,26.132,52.78 ,,,,,
17.68,41.5 ,25.538,52.85 ,,,,,
17.7,36.5 ,24.521,52.93 ,,,,,
17.72,37.2 ,23.191,53.01 ,,,,,
17.74,37.4 ,22.393,53.09 ,,,,,
17.76,36.6 ,24.116,53.17 ,,,,,
17.78,36.9 ,24.563,53.25 ,,,,,
17.8,36.5 ,23.536,53.33 ,,,,,
17.82,39.0 ,23.118,53.41 ,,,,,
17.84,40.3 ,24.416,53.49 ,,,,,
17.86,38.3 ,24.66,53.57 ,,,,,
17.88,38.8 ,24.959,53.64 ,,,,,
17.9,39.3 ,25.069,53.72 ,,,,,
17.92,38.1 ,25.758,53.79 ,,,,,
17.94,37.5 ,25.774,53.86 ,,,,,
17.96,37.2 ,26.143,53.94 ,,,,,
17.98,39.9 ,25.218,54.01 ,,,,,
18,40.9 ,25.084,54.09 ,,,,,
18.02,38.9 ,24.532,54.16 ,,,,,
18.04,36.1 ,24.595,54.24 ,,,,,
18.06,36.3 ,22.523,54.32 ,,,,,
18.08,35.4 ,24.811,54.40 ,,,,,
18.1,35.0 ,25.638,54.47 ,,,,,
18.12,34.8 ,27.444,54.54 ,,,,,
18.14,34.9 ,28.534,54.61 ,,,,,
18.16,34.5 ,27.666,54.68 ,,,,,
18.18,35.3 ,29.655,54.74 ,,,,,
18.2,35.3 ,31.096,54.80 ,,,,,
18.22,35.2 ,32.134,54.86 ,,,,,
18.24,36.2 ,32.637,54.92 ,,,,,
18.26,37.8 ,33.31,54.98 ,,,,,
18.28,37.5 ,33.909,55.04 ,,,,,
18.3,35.0 ,27.643,55.10 ,,,,,
18.32,34.7 ,26.379,55.17 ,,,,,
18.34,35.9 ,26.643,55.24 ,,,,,
18.36,35.3 ,26.806,55.32 ,,,,,
18.38,34.1 ,26.181,55.39 ,,,,,
18.4,34.4 ,25.948,55.46 ,,,,,
18.42,33.7 ,25.708,55.53 ,,,,,
18.44,33.4 ,28.095,55.60 ,,,,,
18.46,33.7 ,28.402,55.67 ,,,,,
18.48,33.2 ,28.126,55.73 ,,,,,
18.5,34.0 ,29.291,55.80 ,,,,,
18.52,35.7 ,27.676,55.87 ,,,,,
18.54,35.4 ,27.63,55.94 ,,,,,
18.56,34.7 ,29.291,56.00 ,,,,,
18.58,34.1 ,29.697,56.07 ,,,,,
18.6,34.0 ,25.09,56.14 ,,,,,
18.62,34.9 ,24.651,56.22 ,,,,,
18.64,36.5 ,26.417,56.29 ,,,,,
18.66,36.3 ,25.228,56.36 ,,,,,
18.68,36.4 ,25.671,56.44 ,,,,,
18.7,36.0 ,24.433,56.51 ,,,,,
18.72,35.7 ,25.715,56.59 ,,,,,
18.74,34.2 ,25.646,56.66 ,,,,,
18.76,34.3 ,27.301,56.73 ,,,,,
18.78,34.4 ,26.979,56.80 ,,,,,
18.8,34.6 ,28.518,56.87 ,,,,,
18.82,35.1 ,29.351,56.93 ,,,,,
18.84,34.9 ,28.86,57.00 ,,,,,
18.86,34.7 ,28.384,57.06 ,,,,,
18.88,34.6 ,29.987,57.13 ,,,,,
18.9,34.7 ,30.021,57.19 ,,,,,
18.92,34.8 ,27.894,57.26 ,,,,,
18.94,35.5 ,28.569,57.33 ,,,,,
18.96,35.2 ,28.932,57.39 ,,,,,
18.98,35.9 ,30.062,57.46 ,,,,,
19,35.3 ,28.545,57.52 ,,,,,
19.02,35.1 ,28.999,57.59 ,,,,,
19.04,34.7 ,29.06,57.65 ,,,,,
19.06,35.2 ,29.183,57.72 ,,,,,
19.08,36.0 ,29.633,57.78 ,,,,,
19.1,36.4 ,28.941,57.85 ,,,,,
19.12,36.0 ,30.221,57.91 ,,,,,
19.14,35.1 ,30.826,57.97 ,,,,,
19.16,34.8 ,28.804,58.04 ,,,,,
19.18,34.5 ,29.177,58.10 ,,,,,
19.2,35.2 ,29.102,58.17 ,,,,,
19.22,35.5 ,27.093,58.24 ,,,,,
19.24,36.0 ,27.66,58.31 ,,,,,
19.26,36.3 ,25.735,58.38 ,,,,,
19.28,35.8 ,25.591,58.45 ,,,,,
19.3,37.9 ,25.067,58.53 ,,,,,
19.32,38.3 ,26.474,58.60 ,,,,,
19.34,35.9 ,26.072,58.67 ,,,,,
19.36,36.2 ,26.881,58.74 ,,,,,
19.38,35.9 ,26.303,58.81 ,,,,,
19.4,36.0 ,26.255,58.89 ,,,,,
19.42,36.3 ,27.187,58.96 ,,,,,
19.44,36.6 ,26.817,59.03 ,,,,,
19.46,36.1 ,26.448,59.10 ,,,,,
19.48,36.4 ,27.24,59.17 ,,,,,
19.5,37.7 ,26.572,59.24 ,,,,,
19.52,37.5 ,22.798,59.32 ,,,,,
19.54,37.1 ,22.857,59.40 ,,,,,
19.56,37.9 ,24.651,59.48 ,,,,,
19.58,40.4 ,25.758,59.56 ,,,,,
19.6,40.0 ,23.2,59.63 ,,,,,
19.62,38.9 ,24.81,59.71 ,,,,,
19.64,37.5 ,26.512,59.78 ,,,,,
19.66,36.3 ,26.282,59.86 ,,,,,
19.68,35.5 ,26.417,59.93 ,,,,,
19.7,35.3 ,26.44,60.00 ,,,,,
19.72,35.2 ,26.084,60.04 ,,,,,
19.74,35.0 ,28.838,60.08 ,,,,,
19.76,35.3 ,28.415,60.12 ,,,,,
19.78,35.1 ,27.954,60.16 ,,,,,
19.8,34.8 ,26.151,60.20 ,,,,,
19.82,34.1 ,25.441,60.24 ,,,,,
19.84,34.7 ,28.791,60.28 ,,,,,
19.86,35.1 ,26.5,60.32 ,,,,,
19.88,33.7 ,26.566,60.36 ,,,,,
19.9,33.0 ,26.26,60.40 ,,,,,
19.92,33.9 ,25.301,60.44 ,,,,,
19.94,35.6 ,28.845,60.48 ,,,,,
19.96,35.7 ,29.056,60.52 ,,,,,
19.98,35.1 ,26.663,60.56 ,,,,,
20,35.6 ,26.525,60.60 ,,,,,
20.02,36.1 ,27.8752,60.64 ,,,,,
20.04,36.6 ,29.2254,60.67 ,,,,,
20.06,37.2 ,30.5756,60.71 ,,,,,
20.08,37.7 ,31.9258,60.74 ,,,,,
20.10 ,38.2 ,33.276,60.78 ,,,,,
20.12 ,38.5 ,34.726,60.81 ,,,,,
20.14 ,40.3 ,32.606,60.84 ,,,,,
20.16 ,39.8 ,34.334,60.87 ,,,,,
20.18 ,38.8 ,34.184,60.90 ,,,,,
20.20 ,37.4 ,31.634,60.94 ,,,,,
20.22 ,37.5 ,29.912,60.97 ,,,,,
20.24 ,37.8 ,26.787,61.01 ,,,,,
20.26 ,36.5 ,25.524,61.06 ,,,,,
20.28 ,36.8 ,25.321,61.10 ,,,,,
20.30 ,38.5 ,28.892,61.14 ,,,,,
20.32 ,36.9 ,27.521,61.17 ,,,,,
20.34 ,36.7 ,31.367,61.21 ,,,,,
20.36 ,36.6 ,30.331,61.24 ,,,,,
20.38 ,36.2 ,30.712,61.28 ,,,,,
20.40 ,37.2 ,32.793,61.31 ,,,,,
20.42 ,37.7 ,30.337,61.35 ,,,,,
20.44 ,37.4 ,28.872,61.39 ,,,,,
20.46 ,36.1 ,28.605,61.42 ,,,,,
20.48 ,36.0 ,29.887,61.46 ,,,,,
20.50 ,36.5 ,32.216,61.49 ,,,,,
20.52 ,36.3 ,31.813,61.53 ,,,,,
20.54 ,36.2 ,27.984,61.57 ,,,,,
20.56 ,36.1 ,27.586,61.60 ,,,,,
20.58 ,36.6 ,27.137,61.64 ,,,,,
20.60 ,35.7 ,28.761,61.68 ,,,,,
20.62 ,36.2 ,28.167,61.72 ,,,,,
20.64 ,35.4 ,29.577,61.76 ,,,,,
20.66 ,36.5 ,28.234,61.79 ,,,,,
20.68 ,36.9 ,30.779,61.83 ,,,,,
20.70 ,37.6 ,31.861,61.86 ,,,,,
20.72 ,37.6 ,29.951,61.90 ,,,,,
20.74 ,38.0 ,29.403,61.94 ,,,,,
20.76 ,36.4 ,28.983,61.97 ,,,,,
20.78 ,36.8 ,30.282,62.01 ,,,,,
20.80 ,38.3 ,31.343,62.04 ,,,,,
20.82 ,36.0 ,29.598,62.08 ,,,,,
20.84 ,37.5 ,29.679,62.12 ,,,,,
20.86 ,37.1 ,30.668,62.15 ,,,,,
20.88 ,36.7 ,30.411,62.19 ,,,,,
20.90 ,37.4 ,29.532,62.22 ,,,,,
20.92 ,36.8 ,30.094,62.26 ,,,,,
20.94 ,37.5 ,29.802,62.30 ,,,,,
20.96 ,36.8 ,28.541,62.33 ,,,,,
20.98 ,35.3 ,29.458,62.37 ,,,,,
21.00 ,36.2 ,30.878,62.41 ,,,,,
21.02 ,37.8 ,31.447,62.44 ,,,,,
21.04 ,37.5 ,30.561,62.48 ,,,,,
21.06 ,39.0 ,30.067,62.51 ,,,,,
21.08 ,38.4 ,30.352,62.55 ,,,,,
21.10 ,38.2 ,29.439,62.58 ,,,,,
21.12 ,38.6 ,28.648,62.62 ,,,,,
21.14 ,38.5 ,28.283,62.66 ,,,,,
21.16 ,37.9 ,29.581,62.70 ,,,,,
21.18 ,38.4 ,27.874,62.73 ,,,,,
21.20 ,38.3 ,28.41,62.77 ,,,,,
21.22 ,40.3 ,33.353,62.80 ,,,,,
21.24 ,40.5 ,35.545,62.84 ,,,,,
21.26 ,40.5 ,32.353,62.87 ,,,,,
21.28 ,38.9 ,33.084,62.90 ,,,,,
21.30 ,38.5 ,35.019,62.93 ,,,,,
21.32 ,38.6 ,34.082,62.96 ,,,,,
21.34 ,38.5 ,32.295,63.00 ,,,,,
21.36 ,38.0 ,33.597,63.03 ,,,,,
21.38 ,38.2 ,33.436,63.06 ,,,,,
21.40 ,36.9 ,30.801,63.10 ,,,,,
21.42 ,35.8 ,32.467,63.13 ,,,,,
21.44 ,36.0 ,29.993,63.17 ,,,,,
21.46 ,37.3 ,30.091,63.20 ,,,,,
21.48 ,38.7 ,31.059,63.24 ,,,,,
21.50 ,39.0 ,31.073,63.27 ,,,,,
21.52 ,39.2 ,30.649,63.31 ,,,,,
21.54 ,38.3 ,32.36,63.34 ,,,,,
21.56 ,37.8 ,29.286,63.38 ,,,,,
21.58 ,38.2 ,29.733,63.41 ,,,,,
21.60 ,38.9 ,30.544,63.45 ,,,,,
21.62 ,38.8 ,32.655,63.48 ,,,,,
21.64 ,39.1 ,32.425,63.52 ,,,,,
21.66 ,38.7 ,32.398,63.55 ,,,,,
21.68 ,38.4 ,31.738,63.58 ,,,,,
21.70 ,37.3 ,29.331,63.62 ,,,,,
21.72 ,38.7 ,32.658,63.65 ,,,,,
21.74 ,38.3 ,32.961,63.69 ,,,,,
21.76 ,37.8 ,31.158,63.72 ,,,,,
21.78 ,38.5 ,31.629,63.75 ,,,,,
21.80 ,38.4 ,29.767,63.79 ,,,,,
21.82 ,38.9 ,31.076,63.82 ,,,,,
21.84 ,38.7 ,32.152,63.86 ,,,,,
21.86 ,39.9 ,31.465,63.89 ,,,,,
21.88 ,39.1 ,31.398,63.93 ,,,,,
21.90 ,37.9 ,33.261,63.96 ,,,,,
21.92 ,39.0 ,35.485,63.99 ,,,,,
21.94 ,38.0 ,35.926,64.02 ,,,,,
21.96 ,37.0 ,32.832,64.05 ,,,,,
21.98 ,38.1 ,33.817,64.08 ,,,,,
